,booked_percentage,clicked_percentage
72731,2.3703703703703702,3.259259259259259
8134,1.3333333333333335,1.925925925925926
110189,1.0385756676557862,2.967359050445104
87154,1.634472511144131,2.9717682020802374
38571,2.526002971768202,3.268945022288262
44170,1.791044776119403,2.6865671641791042
75972,4.328358208955224,7.462686567164178
103908,3.2835820895522385,5.223880597014925
122299,2.242152466367713,3.1390134529147984
39355,1.345291479820628,3.288490284005979
121350,1.7964071856287425,3.143712574850299
29927,4.94752623688156,6.746626686656672
115954,5.405405405405405,9.30930930930931
116505,3.153153153153153,3.6036036036036037
98239,1.6516516516516515,2.1021021021021022
48153,5.555555555555555,6.456456456456457
29604,3.6090225563909777,5.112781954887218
89951,4.066265060240964,6.626506024096386
126264,0.7541478129713424,2.564102564102564
82404,2.1148036253776437,3.625377643504532
6439,2.2658610271903323,3.625377643504532
91687,0.9104704097116844,1.5174506828528074
15802,1.0638297872340425,1.9756838905775076
81465,3.64741641337386,6.838905775075988
134845,2.127659574468085,3.951367781155015
67887,2.7439024390243905,4.2682926829268295
30417,2.4427480916030535,5.038167938931298
105745,4.434250764525994,6.269113149847094
53141,9.327217125382264,11.009174311926607
119794,3.6753445635528332,6.278713629402756
7051,2.1439509954058193,4.134762633996937
53916,0.7668711656441718,1.3803680981595092
38913,3.225806451612903,4.6082949308755765
16325,1.8433179723502304,3.0721966205837172
22471,2.769230769230769,6.615384615384616
59098,5.701078582434515,7.24191063174114
560,0.30816640986132515,1.078582434514638
95182,3.8580246913580245,6.944444444444445
48375,7.098765432098765,11.419753086419753
100748,5.246913580246913,6.944444444444445
39526,1.0869565217391304,2.018633540372671
103353,3.881987577639751,5.434782608695652
52683,1.3996889580093312,2.6438569206842923
30184,2.177293934681182,4.5101088646967336
62726,10.3125,17.03125
33083,3.4428794992175273,5.790297339593114
419,2.8169014084507045,4.068857589984351
134288,2.507836990595611,3.761755485893417
100586,1.7241379310344827,2.664576802507837
65860,1.2539184952978055,2.8213166144200628
99219,2.204724409448819,3.622047244094488
8243,2.5196850393700787,5.196850393700787
53883,3.3123028391167195,5.520504731861198
92927,3.3175355450236967,4.739336492890995
89073,3.15955766192733,4.581358609794629
87490,6.170886075949367,8.069620253164556
111000,1.5822784810126582,2.3734177215189876
12912,2.3771790808240887,3.8034865293185423
21419,2.3771790808240887,3.8034865293185423
116176,1.1128775834658187,2.2257551669316373
115048,7.802547770700636,9.235668789808917
19965,1.4331210191082804,2.388535031847134
27855,1.2738853503184715,2.229299363057325
79235,0.1594896331738437,0.7974481658692184
99025,6.539074960127592,7.974481658692185
74474,3.035143769968051,3.993610223642172
88778,0.6389776357827476,1.4376996805111821
121665,3.04,4.0
37790,1.28,2.7199999999999998
62160,1.1272141706924315,1.610305958132045
97432,0.966183574879227,2.254428341384863
67140,2.576489533011272,5.314009661835748
79537,1.7741935483870968,4.516129032258064
125447,1.935483870967742,3.064516129032258
98719,2.4232633279483036,4.361873990306947
16826,3.5541195476575123,7.431340872374798
120238,1.6181229773462782,1.9417475728155338
20022,0.9708737864077669,1.6181229773462782
48230,1.4563106796116505,1.4563106796116505
68206,1.6207455429497568,4.051863857374392
111838,1.7828200972447326,3.727714748784441
37304,0.1620745542949757,0.8103727714748784
75125,5.194805194805195,7.629870129870129
34852,2.113821138211382,3.2520325203252036
36045,0.4878048780487805,1.951219512195122
97430,1.788617886178862,2.6016260162601625
95166,3.0944625407166124,4.234527687296417
30593,1.7915309446254073,4.723127035830619
978,2.1207177814029365,2.6101141924959217
87652,2.2838499184339316,4.567699836867863
68833,0.32679738562091504,0.8169934640522877
37124,11.11111111111111,17.973856209150327
85321,1.7973856209150325,2.7777777777777777
16706,2.287581699346405,2.6143790849673203
893,1.6339869281045754,2.6143790849673203
3858,0.6535947712418301,1.1437908496732025
79141,6.535947712418301,9.477124183006536
101162,1.6366612111292964,2.454991816693944
71181,2.622950819672131,4.918032786885246
40380,3.606557377049181,4.590163934426229
102144,1.1475409836065573,2.1311475409836063
38846,1.9672131147540985,3.934426229508197
58217,1.3136288998357963,1.477832512315271
27525,11.019736842105262,13.486842105263158
68372,0.8223684210526315,0.9868421052631579
107652,4.276315789473684,5.427631578947369
3046,0.9868421052631579,2.138157894736842
70196,0.6578947368421052,1.644736842105263
92611,0.4942339373970346,1.8121911037891267
121696,2.980132450331126,4.966887417218543
80832,3.642384105960265,5.298013245033113
124043,0.33222591362126247,0.6644518272425249
59721,0.6644518272425249,1.3289036544850499
11284,1.3289036544850499,2.3255813953488373
21443,1.1627906976744187,3.1561461794019934
114304,0.9966777408637874,1.9933554817275747
25684,1.1627906976744187,2.4916943521594686
32114,1.8302828618968388,4.825291181364393
81804,4.658901830282862,6.988352745424292
118206,0.5,0.8333333333333334
133509,4.674457429048414,6.51085141903172
137592,1.0033444816053512,2.508361204013378
114766,0.5025125628140703,1.340033500837521
70887,2.3450586264656614,2.512562814070352
71662,3.8525963149078724,4.857621440536013
67619,0.33500837520938026,1.0050251256281406
18380,10.217755443886096,14.07035175879397
60277,0.6722689075630253,2.5210084033613445
107872,0.8431703204047217,1.6863406408094435
14480,2.1922428330522767,2.360876897133221
104149,1.1824324324324325,3.209459459459459
130258,0.847457627118644,2.0338983050847457
130968,1.864406779661017,3.5593220338983054
26006,4.576271186440678,6.610169491525424
20587,1.3582342954159592,1.3582342954159592
97099,2.380952380952381,3.571428571428571
139974,2.2108843537414966,5.272108843537415
19157,0.6802721088435374,1.1904761904761905
121586,1.7006802721088436,3.741496598639456
79240,0.8503401360544218,3.571428571428571
37339,1.870748299319728,2.7210884353741496
59322,0.6814310051107325,1.0221465076660987
72508,1.023890784982935,1.3651877133105803
31169,0.0,0.6837606837606838
94850,1.1965811965811968,1.8803418803418803
68914,2.910958904109589,3.4246575342465753
10404,1.5437392795883362,2.5728987993138936
66506,3.7735849056603774,4.459691252144083
102112,1.3722126929674099,2.7444253859348198
135779,0.8605851979345954,1.8932874354561102
50810,8.950086058519794,12.908777969018933
37543,8.620689655172415,12.241379310344827
119527,2.072538860103627,3.9723661485319512
81437,2.249134948096886,3.4602076124567476
128155,4.6875,6.770833333333333
23661,3.4722222222222223,4.6875
19150,0.8695652173913043,2.4347826086956523
47392,2.9565217391304346,4.0
135537,2.0905923344947737,5.400696864111499
59324,4.006968641114982,6.968641114982578
46393,0.8741258741258742,1.7482517482517483
82897,3.146853146853147,3.6713286713286712
6559,0.6993006993006993,1.2237762237762237
34348,1.5734265734265735,2.797202797202797
78642,1.926444833625219,3.677758318739054
135437,3.1523642732049035,5.253940455341506
85728,0.7017543859649122,1.4035087719298245
78647,2.982456140350877,4.736842105263158
114201,0.8771929824561403,1.4035087719298245
69514,1.2280701754385965,2.1052631578947367
132925,1.7574692442882252,2.460456942003515
94194,4.577464788732395,6.161971830985916
131345,0.8818342151675485,3.527336860670194
42265,1.2367491166077738,2.8268551236749118
48671,5.486725663716814,6.902654867256637
52263,3.0141843971631204,6.205673758865248
75408,1.0638297872340425,1.773049645390071
68495,6.914893617021277,10.638297872340425
44197,4.787234042553192,8.156028368794328
138973,3.197158081705151,4.7957371225577266
116211,1.0657193605683837,3.197158081705151
67161,2.1314387211367674,3.7300177619893424
113586,0.7117437722419928,1.7793594306049825
105779,2.135231316725979,3.558718861209965
98323,0.35650623885918004,0.7130124777183601
136159,5.347593582887701,9.44741532976827
113402,0.7130124777183601,2.3172905525846703
67813,5.178571428571429,6.607142857142858
103307,5.008944543828265,5.724508050089446
91975,3.041144901610018,6.082289803220036
1535,7.6923076923076925,10.73345259391771
123948,3.942652329749104,6.630824372759856
37093,0.8976660682226212,1.2567324955116697
32624,3.237410071942446,5.0359712230215825
107028,4.316546762589928,7.014388489208632
134686,4.316546762589928,7.374100719424461
53443,1.2589928057553956,2.697841726618705
131350,3.2432432432432434,6.666666666666667
106647,3.2432432432432434,4.684684684684685
131344,0.5405405405405406,0.9009009009009009
8903,4.332129963898916,7.2202166064981945
74882,3.6101083032490973,7.9422382671480145
24685,1.4466546112115732,2.3508137432188065
76087,3.9783001808318263,6.148282097649186
105123,3.616636528028933,6.329113924050633
13760,10.849909584086799,13.200723327305605
34873,6.884057971014493,8.152173913043478
33163,2.1739130434782608,3.4420289855072466
21315,0.3629764065335753,0.9074410163339384
93770,1.6333938294010888,2.35934664246824
125656,6.7272727272727275,8.727272727272728
38750,1.2750455373406193,2.5500910746812386
9589,5.828779599271402,8.014571948998178
30487,5.109489051094891,6.386861313868613
48233,6.021897810218978,6.751824817518248
111508,1.094890510948905,3.102189781021898
96974,3.2846715328467155,5.656934306569343
45080,0.5494505494505495,1.098901098901099
61015,4.220183486238533,5.871559633027523
106764,3.308823529411765,4.411764705882353
63494,3.308823529411765,4.595588235294118
55050,0.9191176470588236,0.9191176470588236
131493,0.5514705882352942,0.9191176470588236
38837,1.4732965009208103,1.841620626151013
67569,2.214022140221402,3.136531365313653
125079,3.8745387453874542,4.981549815498155
62237,1.2939001848428837,2.5878003696857674
27192,4.251386321626617,4.805914972273567
30878,5.37037037037037,10.185185185185185
106304,7.050092764378478,9.833024118738404
17253,2.0408163265306123,3.525046382189239
3724,2.2304832713754648,4.4609665427509295
3235,1.6728624535315983,2.0446096654275094
59546,2.6022304832713754,4.646840148698884
107785,2.60707635009311,4.655493482309125
37555,2.4208566108007448,3.35195530726257
59175,5.037313432835821,6.902985074626866
46162,2.798507462686567,4.291044776119403
126073,2.6168224299065423,4.299065420560748
24021,2.2429906542056073,3.7383177570093453
66464,3.551401869158879,5.420560747663552
70606,1.3084112149532712,3.925233644859813
90439,3.3707865168539324,6.367041198501873
138325,3.7453183520599254,5.430711610486892
123898,1.6853932584269662,2.4344569288389515
39004,0.7504690431519699,2.4390243902439024
26357,1.6917293233082706,3.7593984962406015
88347,4.887218045112782,8.458646616541353
50417,4.519774011299435,5.83804143126177
100892,1.8832391713747645,3.2015065913371
97247,1.1320754716981132,2.2641509433962264
45882,3.0245746691871456,4.914933837429111
30618,2.4574669187145557,2.6465028355387523
22700,0.0,0.1893939393939394
3376,0.7575757575757576,3.787878787878788
68601,0.1893939393939394,1.5151515151515151
119127,3.5984848484848486,6.0606060606060606
55669,3.795066413662239,5.1233396584440225
52669,2.091254752851711,3.2319391634980987
66750,1.520912547528517,3.4220532319391634
49084,0.9505703422053232,2.091254752851711
114177,3.6121673003802277,5.513307984790875
15608,4.3726235741444865,5.513307984790875
39993,2.2857142857142856,5.904761904761905
32060,1.3358778625954197,2.2900763358778624
117509,8.587786259541986,13.931297709923665
109650,1.1450381679389312,2.2900763358778624
18611,0.9560229445506693,2.48565965583174
31135,2.8680688336520075,4.588910133843212
46027,2.681992337164751,4.597701149425287
125611,0.7662835249042145,2.10727969348659
13934,2.495201535508637,2.6871401151631478
27540,0.9596928982725527,2.111324376199616
7919,1.9193857965451053,3.6468330134357005
101406,1.3435700575815739,1.9193857965451053
110258,6.153846153846154,8.269230769230768
8289,0.576923076923077,1.3461538461538463
57648,0.576923076923077,1.3461538461538463
14912,2.6923076923076925,2.8846153846153846
13499,3.4615384615384617,6.153846153846154
72189,0.0,0.0
62326,3.4682080924855487,4.238921001926782
11976,0.7707129094412332,1.7341040462427744
13728,3.0828516377649327,4.624277456647398
51555,4.624277456647398,6.9364161849710975
4080,2.119460500963391,2.5048169556840074
122468,1.7374517374517375,2.7027027027027026
52784,2.127659574468085,3.0947775628626695
108827,0.9671179883945842,1.7408123791102514
26507,0.7736943907156674,1.3539651837524178
41337,0.9671179883945842,2.9013539651837523
62587,2.127659574468085,3.8684719535783367
72492,0.5802707930367506,1.7408123791102514
90836,0.9689922480620154,1.1627906976744187
80251,0.9727626459143969,1.7509727626459144
71039,4.085603112840467,6.031128404669261
48512,4.863813229571985,6.031128404669261
99161,4.474708171206226,5.836575875486381
65496,0.7797270955165692,1.7543859649122806
8797,0.0,0.9746588693957114
7898,2.3391812865497075,2.923976608187134
5847,2.3483365949119372,3.131115459882583
34578,1.36986301369863,3.326810176125244
137751,2.935420743639922,4.305283757338552
34020,0.5882352941176471,2.549019607843137
24559,0.3929273084479371,1.5717092337917484
29286,6.4833005893909625,9.823182711198427
107404,5.304518664047151,9.62671905697446
79475,2.161100196463654,2.75049115913556
19435,1.3779527559055118,2.952755905511811
65983,1.7716535433070866,3.543307086614173
17739,5.128205128205128,8.481262327416173
49152,1.3806706114398422,2.366863905325444
134232,4.930966469428008,6.508875739644971
109185,1.188118811881188,4.356435643564356
16499,1.9801980198019802,1.9801980198019802
11826,4.158415841584159,6.534653465346535
58077,2.9702970297029703,3.762376237623762
138452,4.166666666666666,5.753968253968254
55092,1.9880715705765408,3.7773359840954273
124751,3.9761431411530817,5.7654075546719685
34214,1.3916500994035785,3.7773359840954273
34221,1.9880715705765408,4.174950298210735
86704,1.5904572564612325,2.3856858846918487
64777,1.7892644135188867,2.1868787276341948
140120,1.7928286852589643,4.780876494023905
77856,1.9920318725099602,2.9880478087649402
131131,3.7848605577689245,4.581673306772909
361,4.6,6.6000000000000005
77504,0.8,2.0
139418,4.408817635270541,5.61122244488978
105534,3.2064128256513023,5.811623246492986
96780,3.2064128256513023,5.61122244488978
40441,8.216432865731463,12.224448897795591
7432,0.2004008016032064,0.6012024048096193
121675,2.404809619238477,2.80561122244489
76226,4.008016032064128,5.61122244488978
67388,0.2008032128514056,2.0080321285140563
54572,5.432595573440644,6.841046277665996
62417,2.414486921529175,3.2193158953722336
93594,3.024193548387097,5.040322580645161
124845,7.056451612903227,9.274193548387096
13155,2.82258064516129,5.040322580645161
136025,3.2323232323232323,5.05050505050505
76814,2.631578947368421,3.8461538461538463
69107,5.263157894736842,7.894736842105263
20592,1.8218623481781375,4.251012145748987
91084,3.2454361054766734,5.070993914807302
137264,3.0425963488843815,4.259634888438134
139453,3.4482758620689653,4.86815415821501
42609,2.231237322515213,5.679513184584178
45412,4.056795131845842,5.476673427991886
131608,1.4227642276422763,2.0325203252032518
13120,1.4227642276422763,2.8455284552845526
51979,6.504065040650407,8.130081300813007
5733,6.720977596741344,8.350305498981669
11473,5.4989816700611,9.775967413441954
19465,1.8367346938775513,4.081632653061225
31820,3.061224489795918,5.3061224489795915
129968,0.408997955010225,1.0224948875255624
110977,2.0491803278688523,3.278688524590164
100631,3.6885245901639343,4.918032786885246
23095,1.2295081967213115,2.2540983606557377
70078,0.4098360655737705,1.2295081967213115
81217,0.4098360655737705,1.4344262295081966
112568,1.4373716632443532,2.4640657084188913
56776,2.8747433264887063,6.981519507186857
4780,3.9014373716632447,4.722792607802875
111831,1.642710472279261,4.517453798767967
133013,2.880658436213992,3.4979423868312756
25827,0.8247422680412372,1.443298969072165
96761,1.2371134020618557,2.268041237113402
91402,2.066115702479339,3.512396694214876
79534,0.6198347107438017,1.6528925619834711
118655,1.859504132231405,5.1652892561983474
51616,0.6198347107438017,2.272727272727273
99430,2.6859504132231407,3.925619834710744
12248,3.7267080745341614,6.832298136645963
1495,1.2422360248447204,1.4492753623188406
58136,3.7267080745341614,6.004140786749482
121735,2.484472049689441,4.140786749482402
38898,1.4522821576763485,4.356846473029045
90665,1.8672199170124482,2.904564315352697
88226,2.6970954356846475,6.431535269709543
90312,6.431535269709543,8.091286307053942
57945,1.6597510373443984,2.4896265560165975
54873,5.613305613305614,9.355509355509357
65218,3.5343035343035343,5.405405405405405
124234,0.0,0.4158004158004158
80930,3.75,5.208333333333334
69638,0.4166666666666667,1.4583333333333333
89016,2.9166666666666665,4.583333333333333
122621,3.3333333333333335,5.833333333333333
7245,1.6666666666666667,2.2916666666666665
27632,3.958333333333333,6.458333333333334
87788,0.625,2.083333333333333
139764,0.6263048016701461,0.8350730688935281
109731,2.2964509394572024,3.7578288100208765
11622,1.6736401673640167,2.092050209205021
92705,7.322175732217573,10.87866108786611
123584,3.3472803347280333,4.393305439330543
137498,2.515723270440252,4.1928721174004195
21708,1.8867924528301887,2.7253668763102725
89119,5.46218487394958,7.563025210084033
87215,3.9915966386554618,4.831932773109244
33509,3.571428571428571,6.092436974789916
10494,1.6842105263157894,1.8947368421052633
70999,5.894736842105263,9.894736842105264
62030,0.8421052631578947,2.3157894736842106
5700,7.805907172995781,8.649789029535865
